DOI,Date,Kind,Title,Authors,Image URL
10.1038/s41597-023-01948-z,2023-01-24,Data Descriptor,Three-dimensional chromatin architecture datasets for aging and Alzheimer’s disease,Guofeng Meng | Hong Xu | Weidong Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01948-z/MediaObjects/41597_2023_1948_Fig1_HTML.png
10.1038/s41597-023-01957-y,2023-01-25,Data Descriptor,China’s process-related greenhouse gas emission dataset 1990–2020,Xiang Yu | Chang Tan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01957-y/MediaObjects/41597_2023_1957_Fig1_HTML.png
10.1038/s41597-022-01850-0,2023-01-25,Data Descriptor,City-scale holographic traffic flow data based on vehicular trajectory resampling,Yimin Wang | Yixian Chen | Weiwei Sun,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01850-0/MediaObjects/41597_2022_1850_Fig1_HTML.png
10.1038/s41597-022-01913-2,2023-01-25,Data Descriptor,Fine-resolution global maps of root biomass carbon colonized by arbuscular and ectomycorrhizal fungi,Milagros Barceló | Peter M. van Bodegom | Nadejda A. Soudzilovskaia,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01913-2/MediaObjects/41597_2022_1913_Fig1_HTML.png
10.1038/s41597-022-01908-z,2023-01-26,Data Descriptor,A large dataset of scientific text reuse in Open-Access publications,Lukas Gienapp | Wolfgang Kircheis | Martin Potthast,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01908-z/MediaObjects/41597_2022_1908_Fig1_HTML.png
10.1038/s41597-023-01951-4,2023-01-28,Data Descriptor,A crowdsourced dataset of aerial images with annotated solar photovoltaic arrays and installation metadata,Gabriel Kasmi | Yves-Marie Saint-Drenan | Laurent Dubus,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01951-4/MediaObjects/41597_2023_1951_Fig1_HTML.png
10.1038/s41597-023-01964-z,2023-01-30,Data Descriptor,Real-world measurements of ground reaction forces of normal gait of young adults wearing various footwear,Marcin Derlatka | Marek Parfieniuk,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01964-z/MediaObjects/41597_2023_1964_Fig1_HTML.png
10.1038/s41597-023-01949-y,2023-01-31,Analysis,"Quality control and removal of technical variation of NMR metabolic biomarker data in ~120,000 UK Biobank participants",Scott C. Ritchie | Praveen Surendran | Michael Inouye,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01949-y/MediaObjects/41597_2023_1949_Fig1_HTML.png
10.1038/s41597-023-01976-9,2023-01-31,Data Descriptor,AerialWaste dataset for landfill discovery in aerial and satellite images,Rocio Nahime Torres | Piero Fraternali,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01976-9/MediaObjects/41597_2023_1976_Fig1_HTML.png
10.1038/s41597-023-01975-w,2023-01-31,Data Descriptor,Caravan - A global community dataset for large-sample hydrology,Frederik Kratzert | Grey Nearing | Yossi Matias,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01975-w/MediaObjects/41597_2023_1975_Fig1_HTML.png
10.1038/s41597-023-01967-w,2023-01-31,Data Descriptor,An RNA-seq time series of the medaka pituitary gland during sexual maturation,Eirill Ager-Wick | Gersende Maugars | Christiaan Henkel,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01967-w/MediaObjects/41597_2023_1967_Fig1_HTML.png
10.1038/s41597-023-01977-8,2023-02-01,Data Descriptor,Reaction profiles for quantum chemistry-computed [3 + 2] cycloaddition reactions,Thijs Stuyver | Kjell Jorner | Connor W. Coley,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01977-8/MediaObjects/41597_2023_1977_Fig1_HTML.png
10.1038/s41597-023-01962-1,2023-02-02,Data Descriptor,"Trajetorias: a dataset of environmental, epidemiological, and economic indicators for the Brazilian Amazon",Ana C. Rorato | Ana Paula Dal’Asta | Claudia T. Codeço,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01962-1/MediaObjects/41597_2023_1962_Fig1_HTML.png
10.1038/s41597-023-01960-3,2023-02-02,Data Descriptor,Building a knowledge graph to enable precision medicine,Payal Chandak | Kexin Huang | Marinka Zitnik,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01960-3/MediaObjects/41597_2023_1960_Fig1_HTML.png
10.1038/s41597-023-01970-1,2023-02-02,Data Descriptor,A high-resolution gridded grazing dataset of grassland ecosystem on the Qinghai–Tibet Plateau in 1982–2015,Nan Meng | Lijing Wang | Hua Zheng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01970-1/MediaObjects/41597_2023_1970_Fig1_HTML.png
10.1038/s41597-023-01963-0,2023-02-02,Data Descriptor,Near-real-time global gridded daily CO2 emissions 2021,Xinyu Dou | Jinpyo Hong | Zhu Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01963-0/MediaObjects/41597_2023_1963_Fig1_HTML.png
10.1038/s41597-023-01943-4,2023-02-03,Data Descriptor,Chákṣu: A glaucoma specific fundus image database,J. R. Harish Kumar | Chandra Sekhar Seelamantula | Shilpa Patil,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01943-4/MediaObjects/41597_2023_1943_Fig1_HTML.png
10.1038/s41597-022-01901-6,2023-02-03,Data Descriptor,COVID-Dynamic: A large-scale longitudinal study of socioemotional and behavioral change across the pandemic,Tessa Rusch | Yanting Han | Gideon Yaffe,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01901-6/MediaObjects/41597_2022_1901_Fig1_HTML.png
10.1038/s41597-022-01923-0,2023-02-04,Data Descriptor,Digital 3D Brain MRI Arterial Territories Atlas,Chin-Fu Liu | Johnny Hsu | Andreia V. Faria,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01923-0/MediaObjects/41597_2022_1923_Fig1_HTML.png
10.1038/s41597-023-01987-6,2023-02-04,Data Descriptor,Database of daily Lagrangian Arctic sea ice parcel drift tracks with coincident ice and atmospheric conditions,Sean Horvath | Linette Boisvert | J. Scott Stewart,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01987-6/MediaObjects/41597_2023_1987_Fig1_HTML.png
10.1038/s41597-023-01958-x,2023-02-04,Data Descriptor,Annotated Datasets of Oil Palm Fruit Bunch Piles for Ripeness Grading Using Deep Learning,Suharjito | Franz Adeta Junior | Marimin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01958-x/MediaObjects/41597_2023_1958_Fig1_HTML.png
10.1038/s41597-023-01981-y,2023-02-06,Data Descriptor,A multi-centre polyp detection and segmentation dataset for generalisability assessment,Sharib Ali | Debesh Jha | James E. East,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01981-y/MediaObjects/41597_2023_1981_Fig1_HTML.png
10.1038/s41597-022-01914-1,2023-02-06,Data Descriptor,High resolution synthetic residential energy use profiles for the United States,Swapna Thorve | Young Yun Baek | Madhav Marathe,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01914-1/MediaObjects/41597_2022_1914_Fig1_HTML.png
10.1038/s41597-023-01978-7,2023-02-07,Data Descriptor,Datasets for learning of unknown characteristics of dynamical systems,Agnieszka Szczęsna | Dariusz Augustyn | Paweł Kasprowski,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01978-7/MediaObjects/41597_2023_1978_Fig1_HTML.png
10.1038/s41597-023-01966-x,2023-02-07,Data Descriptor,"Eco-ISEA3H, a machine learning ready spatial database for ecometric and species distribution modeling",Michael F. Mechenich | Indrė Žliobaitė,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01966-x/MediaObjects/41597_2023_1966_Fig1_HTML.png
10.1038/s41597-023-01986-7,2023-02-07,Data Descriptor,A chromosome-level reference genome of the wax gourd (Benincasa hispida),Wenlong Luo | Jinqiang Yan | Biao Jiang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01986-7/MediaObjects/41597_2023_1986_Fig1_HTML.png
10.1038/s41597-023-01989-4,2023-02-08,Data Descriptor,"Gridded Datasets for Japan: Total, Male, and Female Populations from 2001–2020",Chao Li | Shunsuke Managi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01989-4/MediaObjects/41597_2023_1989_Fig1_HTML.png
10.1038/s41597-023-01988-5,2023-02-08,Data Descriptor,High-throughput computation of Raman spectra from first principles,Mohammad Bagheri | Hannu-Pekka Komsa,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01988-5/MediaObjects/41597_2023_1988_Fig1_HTML.png
10.1038/s41597-023-01990-x,2023-02-09,Data Descriptor,Benthic biota of Chilean fjords and channels in 25 years of cruises of the National Oceanographic Committee,Cristian Aldea | Leslie Novoa | Francisco Bravo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01990-x/MediaObjects/41597_2023_1990_Fig1_HTML.png
10.1038/s41597-023-01972-z,2023-02-09,Article,Data Archive for the BRAIN Initiative (DABI),Dominique Duncan | Rachael Garner | Arthur W. Toga,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01972-z/MediaObjects/41597_2023_1972_Fig1_HTML.png
10.1038/s41597-023-01994-7,2023-02-09,Analysis,Trait biases in microbial reference genomes,Sage Albright | Stilianos Louca,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01994-7/MediaObjects/41597_2023_1994_Fig1_HTML.png
10.1038/s41597-022-01898-y,2023-02-10,Data Descriptor,Open multi-session and multi-task EEG cognitive Dataset for passive brain-computer Interface Applications,Marcel F. Hinss | Emilie S. Jahanpour | Raphaëlle N. Roy,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01898-y/MediaObjects/41597_2022_1898_Fig1_HTML.png
10.1038/s41597-023-01961-2,2023-02-10,Data Descriptor,"A subnational reproductive, maternal, newborn, child, and adolescent health and development atlas of India",Carla Pezzulo | Natalia Tejedor-Garavito | Andrew J. Tatem,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01961-2/MediaObjects/41597_2023_1961_Fig1_HTML.png
10.1038/s41597-022-01811-7,2023-02-11,Data Descriptor,The Psychological Science Accelerator’s COVID-19 rapid-response dataset,Erin M. Buchanan | Savannah C. Lewis | Maximilian A. Primbs,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01811-7/MediaObjects/41597_2022_1811_Fig1_HTML.png
10.1038/s41597-023-01983-w,2023-02-11,Analysis,User-focused evaluation of National Ecological Observatory Network streamflow estimates,Spencer Rhea | Nicholas Gubbins | Emily S. Bernhardt,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01983-w/MediaObjects/41597_2023_1983_Fig1_HTML.png
10.1038/s41597-023-01954-1,2023-02-11,Data Descriptor,Assessing ternary materials for fluoride-ion batteries,Don H. McTaggart | Jack D. Sundberg | Scott C. Warren,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01954-1/MediaObjects/41597_2023_1954_Fig1_HTML.png
10.1038/s41597-023-01999-2,2023-02-11,Data Descriptor,"Soil, leaf and fruit nutrient data for pear orchards located in the Circum-Bohai Bay and Loess Plateau regions",Mingde Sun | Yanyan Zhao | Songzhong Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01999-2/MediaObjects/41597_2023_1999_Fig1_HTML.png
10.1038/s41597-023-02001-9,2023-02-14,Data Descriptor,A dataset of definitive endoderm and hepatocyte differentiations from human induced pluripotent stem cells,Yuki Tanaka | Erina Furuhata | Takahiro Suzuki,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02001-9/MediaObjects/41597_2023_2001_Fig1_HTML.png
10.1038/s41597-023-02006-4,2023-02-14,Data Descriptor,Chromosome-scale genome assembly of a natural diploid kiwifruit (Actinidia chinensis var. deliciosa),Hui Xia | Honghong Deng | Dong Liang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02006-4/MediaObjects/41597_2023_2006_Fig1_HTML.png
10.1038/s41597-023-01942-5,2023-02-14,Data Descriptor,A longitudinal microstructural MRI dataset in healthy C57Bl/6 mice at 9.4 Tesla,Naila Rahman | Kathy Xu | Corey A. Baron,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01942-5/MediaObjects/41597_2023_1942_Fig1_HTML.png
10.1038/s41597-023-02004-6,2023-02-14,Data Descriptor,Deep learning based atomic defect detection framework for two-dimensional materials,Fu-Xiang Rikudo Chen | Chia-Yu Lin | Chun-Liang Lin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02004-6/MediaObjects/41597_2023_2004_Fig1_HTML.png
10.1038/s41597-023-01998-3,2023-02-15,Data Descriptor,"WS22 database, Wigner Sampling and geometry interpolation for configurationally diverse molecular datasets﻿",Max Pinheiro Jr | Shuang Zhang | Mario Barbatti,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01998-3/MediaObjects/41597_2023_1998_Fig1_HTML.png
10.1038/s41597-023-01997-4,2023-02-15,Data Descriptor,City-scale synthetic individual-level vehicle trip data,Guilong Li | Yixian Chen | Zhaocheng He,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01997-4/MediaObjects/41597_2023_1997_Fig1_HTML.png
10.1038/s41597-022-01907-0,2023-02-16,Data Descriptor,"Full-length transcriptome from different life stages of cobia (Rachycentron canadum, Rachycentridae)",Sanal Ebeneezar | S. R. Krupesha Sharma | A. Gopalakrishnan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01907-0/MediaObjects/41597_2022_1907_Fig1_HTML.png
10.1038/s41597-023-01973-y,2023-02-16,Data Descriptor,GLORIA - A globally representative hyperspectral in situ dataset for optical sensing of water quality,Moritz K. Lehmann | Daniela Gurlin | Linwei Yue,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01973-y/MediaObjects/41597_2023_1973_Fig1_HTML.png
10.1038/s41597-023-02011-7,2023-02-17,Data Descriptor,Global long term daily 1 km surface soil moisture dataset with physics informed machine learning,Qianqian Han | Yijian Zeng | Bob Su,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02011-7/MediaObjects/41597_2023_2011_Fig1_HTML.png
10.1038/s41597-023-02000-w,2023-02-20,Data Descriptor,Individual structure mapping over six million trees for New York City USA,Qin Ma | Jian Lin | Qinghua Guo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02000-w/MediaObjects/41597_2023_2000_Fig1_HTML.png
10.1038/s41597-023-01992-9,2023-02-22,Data Descriptor,Harmonized and Open Energy Dataset for Modeling a Highly Renewable Brazilian Power System,Ying Deng | Karl-Kiên Cao | Patrick Jochem,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01992-9/MediaObjects/41597_2023_1992_Fig1_HTML.png
10.1038/s41597-023-01995-6,2023-02-23,Data Descriptor,A large dataset of semantic ratings and its computational extension,Shaonan Wang | Yunhao Zhang | Chengqing Zong,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01995-6/MediaObjects/41597_2023_1995_Fig1_HTML.png
10.1038/s41597-023-01985-8,2023-02-23,Data Descriptor,A large-scale dataset for end-to-end table recognition in the wild,Fan Yang | Lei Hu | Zhenghui Gu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01985-8/MediaObjects/41597_2023_1985_Fig1_HTML.png
10.1038/s41597-023-01968-9,2023-02-23,Article,Developing a standardized but extendable framework to increase the findability of infectious disease datasets,Ginger Tsueng | Marco A. Alvarado Cano | Serdar Turkarslan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01968-9/MediaObjects/41597_2023_1968_Fig1_HTML.png
10.1038/s41597-023-02003-7,2023-02-23,Data Descriptor,An Open Dataset of Annotated Metaphase Cell Images for Chromosome Identification,Jenn-Jhy Tseng | Chien-Hsing Lu | Chih-En Kuo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02003-7/MediaObjects/41597_2023_2003_Fig1_HTML.png
10.1038/s41597-023-02019-z,2023-02-23,Data Descriptor,The shape parameters of coal and gangue particles derived from 3D scanning,Daolong Yang | Jinjing Tang | Qianqian Huang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02019-z/MediaObjects/41597_2023_2019_Fig1_HTML.png
